rating,,review_text,
2,,"so em i there a bug that my wallpaper and notifications sound will change. even if i change it back, it will be back to basic wallpaper, and i can even custom personal wallpaper. Also, when i call someone, it's always says call failed, then i always got a missed call from people, but the notifications never pop. Can change back the about i don't really like the new about.",
5,,it's is very good and it help me in many things.a,
5,,nice app to protect IME,
1,,"I am filing an urgent complaint against a WhatsApp account that is repeatedly harassing me as a woman by making continuous unwanted calls to my home number. This person is causing fear, stress, and serious disturbance to me and my family. The individual’s behavior is threatening, inappropriate, and completely unacceptable, especially towards a woman. His actions violate WhatsApp’s Terms of Service and safety policies, including: Harassment of a woman Unwanted and repeated contact",
1,,is the the official WhatsApp app ? if yes why is telling me to download the official app,
3,,payment mode is worst there is no history of payments,
5,,this is helpful,
5,,my account has been locked by Whatsapp,
4,,good communication,
1,,unable to install since a week,
5,,this is really easy to use for everyone having groups with friends help to maintain relation with them everyone use this app like a basic need,
5,,very nice app and useful,
5,,"now u've uploaded WhatsApp, and we can't edit our abouts, nor reply with voice notes on people's statuses. These new features are boring, please 😴",
1,,"I always Got banned without doing anytin is this how other apps did in chatting there friends after all I still save there contact before chatting but yet you team continue banning my account anyhow I'm very sure good app better than WhatsApp is coming and I move all my community to the space, because I can see you guys not ready for business, is it everyone is a scammer? I can't have freedom chatting my friends anymore after still saving there contact I got banned by chatin him so disappointed",
2,,facing issues with GIFs not loading nor able to send them on samsung galaxy A 16 restarted device multiple times but still same,
3,,broadcast limit should be removed,
5,,I need my Whatsapp back,
1,,People's statuses get saved in my phone and I don't know where to turn off this option. I looked for the status automatically save option but couldn't find it after trying a lot. please help me !!!,
5,,Nice one,
5,,plz my account do not close plz my account is very important,
5,,Best chatting app ever five stars guys 😊,
5,,very great,
1,,i can't installed it..why??,
5,,WhatApp is good,
3,,Previously WhatsApp was so smooth and bloat-free that it felt like a system app. But now it feels like a third-party app — showing ads in Status and random channel recommendations that I don’t even want to see. Why are you ruining this experience?,
2,,its a good app but i hate the new update of the about make it like the old one again then i would love to give 5 stars,
1,,"trying unmute most of contact and messages, but not responding. looks like no broker hacker is using my duplicate ph no and airtell no privacy and giving all access to hacker",
1,,Which is official whatsap? This one is miss behaving,
5,,I daily chek wheree my train,
1,,my number has been banned,
5,,"Dear WhatsApp Team, My account has been banned and is showing the message: ""This account can no longer use WhatsApp and age requirement problem."" I believe this may have happened by mistake. I always try to follow WhatsApp’s policies and guidelines properly. Kindly review my account and give me one more chance to use WhatsApp. I really need it for personal and important communication. Thank you for your time and support. 🙏",
1,,This app doesn't want me to put my numbers,
1,,No ways to turn off meta ai feature. concerns of privacy,
5,,Great,
1,,"So i cant even transfer my chat from android to iphone, so much of updates but cant process the basics one",
5,,Perfect,
1,,"Why I can't pin the massage l, Please fix it",
5,,Good whatsapp,
1,,it is the best communication app but the things that force me to rate it one star is just one problem that when we open it the dangerous type voices come and disturb me and when voice note is delivered such kind of voices come again when we are writing text such kind of voice is come again if WhatsApp improve it so I give it 5 stars 🤩,
5,,great good luck,
5,,"I love the What's app cause, it's personal and private. To me that is what counts, with having a private conversation with someone who you like so much. Thank you for listening and Invennting the app. I appreciate it so much, Thank you. With Love, D.Venus Dugan",
4,,meta is too strict,
5,,this app easy to use 🥰🥰🥰,
5,,very good app,
2,,"Hi WhatsApp Team, Actually WhatsApp is Not Working in my Second Phone I have been trying for a long time, I even deleted it and reinstalled it but still the same thing is happening, it is stuck on loading, my phone is Vivo S1, Please Help",
5,,"Smooth working, as i worked with it entire time, and i use it for the first time.",
5,,cool,
1,,"Why have all my chats on my Samsung Galaxy tablet suddenly disappeared ? One day I'm happily chatting, next day everything's gone. All my contacts used to appear as a list, where I just needed to tap on a name, now only a couple show and I have to access any others individually, if I want a conversation. I have tried to restore, but I have got absolutely nowhere. Just what is going on ? I have got better things to do with my time than fiddle around with this. Nightmare.",
1,,my what's app cold not working,
5,,hello I am not working today 😭😭😭 please check whatsapp team this slove problem,
5,,good app,
1,,"People don't restore backup on daily basis and if they forget their password,they can't restore it and then backup gets deleted. There will be no warning.When contacted,they will say that it's written in terms and conditions. Who gives them right to delete the backup that too without informing.You can't rely on WhatsApp for your important things because it assumes you will never forget password and if you do,you will lose your data. Lure you with End to end encryption and then it bites you back.",
